Location,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,Prayer Rooms,Lounge or Sitting Room,price_usd,additional rooms,area_squared_meter,Total Rooms,total amenity rooms,total regular rooms,State
"Paragon City, Lahore, Punjab",4.0,3.0,1,1,1,2,1,0,1,1,0,1,57668.04829699045,1,104.0,17.0,4,13.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,0,0,0,1,93710.57848260949,1,260.0,18.0,2,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,0,250495.58479005226,1,506.0,22.0,4,18.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,1,1,1,1,1,414489.09713461885,1,506.0,24.0,6,18.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,138763.74121463328,1,260.0,23.0,6,17.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,216255.18111371418,1,506.0,23.0,6,17.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,136961.61470535232,1,260.0,23.0,6,17.0,Punjab
"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",5.0,4.0,1,1,1,2,1,0,1,0,0,1,108127.59055685709,1,260.0,18.0,3,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,291944.49450351414,1,506.0,22.0,5,17.0,Punjab
"Al-Hafiz Town, Lahore, Punjab",4.0,4.0,0,0,0,0,0,0,0,0,0,0,36042.530185619034,0,65.0,8.0,0,8.0,Punjab
"State Life Housing Society, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,162191.38583528565,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,3,1,0,1,1,1,1,205442.4220580285,1,506.0,24.0,5,19.0,Punjab
"State Life Housing Society, Lahore, Punjab",5.0,4.0,1,1,1,2,1,1,1,1,1,1,111731.843575419,1,260.0,21.0,6,15.0,Punjab
"Raiwind Road, Lahore, Punjab",5.0,4.0,1,1,0,2,1,0,0,0,0,1,86502.07244548568,1,130.0,16.0,2,14.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,1,1,1,1,1,1,1,63074.42782483331,1,130.0,18.0,6,12.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,1,1,1,1,1,1,1,279329.6089385475,1,506.0,22.0,6,16.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,0,0,2,1,0,1,0,0,0,79293.56640836188,1,130.0,13.0,2,11.0,Punjab
"Al Haram Garden, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,1,0,0,0,34240.40367633808,1,130.0,18.0,2,16.0,Punjab
"Eden Avenue Extension, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,180212.65092809516,0,390.0,11.0,0,11.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,2,1,0,1,1,1,1,64516.12903225807,1,130.0,18.0,5,13.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,396467.83204180934,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,356821.0488376284,1,506.0,23.0,5,18.0,Punjab
"Valencia Housing Society, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,140565.8677239142,1,260.0,12.0,0,12.0,Punjab
"Valencia Housing Society, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,147774.37376103803,1,260.0,12.0,0,12.0,Punjab
"LDA Avenue, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,117138.22310326186,1,260.0,12.0,0,12.0,Punjab
"Wapda Town, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,165795.63885384754,1,260.0,12.0,0,12.0,Punjab
"Al-Hafiz Town, Lahore, Punjab",4.0,4.0,0,0,0,0,0,0,0,0,0,0,39646.78320418094,0,65.0,8.0,0,8.0,Punjab
"Park View City, Lahore, Punjab",4.0,3.0,1,1,2,2,1,0,1,1,1,1,59470.1748062714,1,130.0,19.0,5,14.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,1,2,1,1,1,1,0,1,136961.61470535232,1,208.0,20.0,5,15.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,2,1,0,1,1,1,1,86502.07244548568,1,130.0,18.0,5,13.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,212650.92809515228,1,506.0,22.0,5,17.0,Punjab
"NFC 1, Lahore, Punjab",6.0,6.0,1,1,1,2,1,0,0,0,0,1,126148.85564966661,1,260.0,20.0,2,18.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,2,2,1,1,1,1,1,1,100919.0845197333,1,130.0,20.0,6,14.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,3,1,1,1,1,1,1,287979.8161830961,1,506.0,25.0,6,19.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,1,145251.3966480447,1,260.0,18.0,3,15.0,Punjab
"Raiwind Road, Lahore, Punjab",3.0,3.0,1,1,1,2,1,1,1,1,1,1,34240.40367633808,1,78.0,18.0,6,12.0,Punjab
"Raiwind Road, Lahore, Punjab",4.0,3.0,0,0,0,0,0,0,0,0,0,0,31537.213912416653,0,78.0,7.0,0,7.0,Punjab
"GT Road, Lahore, Punjab",4.0,3.0,0,0,0,0,0,0,0,0,0,0,25229.771129933324,0,78.0,7.0,0,7.0,Punjab
"Raiwind Road, Lahore, Punjab",5.0,4.0,1,0,1,2,1,0,1,0,1,1,63074.42782483331,1,130.0,18.0,4,14.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,171202.0183816904,1,260.0,12.0,0,12.0,Punjab
"Bankers Co-operative Housing Society, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,1,118940.3496125428,1,260.0,18.0,3,15.0,Punjab
"Divine Gardens, Lahore, Punjab",5.0,4.0,0,0,0,0,0,0,0,0,0,0,162191.38583528565,0,312.0,9.0,0,9.0,Punjab
"Bahria Orchard, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,1,1,0,1,64876.554334114255,1,130.0,16.0,4,12.0,Punjab
"Wapda Town, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,135159.48819607138,1,260.0,12.0,0,12.0,Punjab
"Wapda Town, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,173004.14489097137,1,260.0,12.0,0,12.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,0,0,0,1,64155.703730401874,1,130.0,14.0,2,12.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,0,0,0,1,100919.0845197333,1,208.0,14.0,2,12.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,0,0,0,1,71364.20976752568,1,130.0,14.0,2,12.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,324382.7716705713,1,506.0,22.0,5,17.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,4.0,0,0,0,0,0,0,0,0,0,0,90106.32546404758,1,208.0,9.0,0,9.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,315372.1391241665,1,506.0,22.0,5,17.0,Punjab
"DHA Defence, Lahore, Punjab",7.0,6.0,1,1,1,2,1,1,1,1,1,1,432510.36222742836,1,506.0,25.0,6,19.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,1,2,1,1,1,1,1,1,209046.67507659039,1,260.0,21.0,6,15.0,Punjab
"DHA 11 Rahbar, Lahore, Punjab",4.0,3.0,1,1,1,2,1,0,0,0,0,1,81095.69291764282,1,130.0,15.0,2,13.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,173004.14489097137,1,260.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,3,1,0,1,1,1,1,225265.81366011896,1,506.0,24.0,5,19.0,Punjab
"Raiwind Road, Lahore, Punjab",3.0,3.0,0,0,0,0,0,0,0,0,0,0,31537.213912416653,0,78.0,6.0,0,6.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,281131.7354478284,1,506.0,22.0,5,17.0,Punjab
"Cantt, Lahore, Punjab",7.0,6.0,1,1,1,2,1,0,1,0,1,1,540637.9527842855,1,1012.0,23.0,4,19.0,Punjab
"Raiwind Road, Lahore, Punjab",4.0,4.0,1,0,0,3,1,0,0,0,0,0,106325.46404757614,1,130.0,14.0,1,13.0,Punjab
"Punjab Govt Employees Society, Lahore, Punjab",6.0,6.0,1,1,0,2,1,0,1,1,1,1,162191.38583528565,1,506.0,22.0,5,17.0,Punjab
"Rehan Garden, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,1,0,0,1,54063.795278428544,1,130.0,15.0,3,12.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,0,0,0,1,79293.56640836188,1,130.0,14.0,2,12.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,0,0,0,1,102721.21102901424,1,260.0,18.0,2,16.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,0,0,0,1,108127.59055685709,1,260.0,17.0,2,15.0,Punjab
"GT Road, Lahore, Punjab",4.0,3.0,0,0,0,2,0,0,0,0,0,0,37844.65669489998,1,78.0,10.0,0,10.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,5.0,1,1,1,2,1,1,1,1,1,1,360425.3018561903,1,506.0,22.0,6,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,335195.530726257,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,5.0,1,1,1,3,1,1,1,1,1,1,464948.6393944855,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,4.0,1,1,1,2,1,1,1,1,1,1,135159.48819607138,1,208.0,22.0,6,16.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,1,1,1,1,1,1,1,99116.95801045233,1,130.0,18.0,6,12.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,286538.1149756713,1,506.0,22.0,5,17.0,Punjab
"Johar Town, Lahore, Punjab",7.0,7.0,1,1,2,2,1,1,1,1,1,1,198233.91602090467,1,312.0,27.0,6,21.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,1,1,0,1,1,1,1,264552.1715624437,1,506.0,21.0,5,16.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,5.0,1,0,1,2,1,0,1,0,0,0,153180.7532888809,1,260.0,17.0,2,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,269598.12578843033,1,506.0,23.0,6,17.0,Punjab
"Askari, Lahore, Punjab",5.0,4.0,1,1,1,1,1,1,1,1,1,1,160389.25932600469,1,260.0,20.0,6,14.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,0,1,1,1,0,1,0,0,0,243287.07875292847,1,260.0,15.0,2,13.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,6.0,0,0,1,2,0,0,0,0,0,0,270318.97639214277,1,506.0,16.0,0,16.0,Punjab
"Lahore Motorway City, Lahore, Punjab",2.0,2.0,0,0,0,0,0,0,0,0,0,0,19823.39160209047,1,130.0,5.0,0,5.0,Punjab
"Valencia Housing Society, Lahore, Punjab",6.0,6.0,1,1,1,2,1,0,1,1,0,1,261308.34384573798,1,506.0,22.0,4,18.0,Punjab
"College Road, Lahore, Punjab",6.0,5.0,1,1,0,2,1,1,1,1,1,1,48657.41575058569,1,130.0,22.0,6,16.0,Punjab
"Rehan Garden, Lahore, Punjab",3.0,3.0,0,0,1,1,1,0,0,0,0,1,32438.277167057127,1,78.0,11.0,2,9.0,Punjab
"Grand Avenues Housing Scheme, Lahore, Punjab",3.0,3.0,0,0,1,1,1,0,1,0,0,1,29194.449450351414,1,78.0,12.0,3,9.0,Punjab
"GT Road, Lahore, Punjab",3.0,3.0,1,0,0,2,1,0,0,0,0,0,57668.04829699045,1,104.0,11.0,1,10.0,Punjab
"Johar Town, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,93710.57848260949,1,130.0,23.0,6,17.0,Punjab
"Johar Town, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,81095.69291764282,1,130.0,23.0,6,17.0,Punjab
"Johar Town, Lahore, Punjab",5.0,4.0,1,1,1,2,1,1,1,1,1,1,81095.69291764282,1,130.0,21.0,6,15.0,Punjab
"Khayaban-e-Amin, Lahore, Punjab",6.0,6.0,1,1,1,2,1,0,1,0,1,1,216255.18111371418,1,506.0,22.0,4,18.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,2,1,0,1,1,1,1,90106.32546404758,1,130.0,18.0,5,13.0,Punjab
"Cantt, Lahore, Punjab",6.0,7.0,1,1,1,2,1,0,1,1,1,1,52261.668769147596,1,156.0,24.0,5,19.0,Punjab
"Johar Town, Lahore, Punjab",6.0,6.0,1,1,1,2,1,1,1,1,1,1,162191.38583528565,1,312.0,24.0,6,18.0,Punjab
"Askari, Lahore, Punjab",4.0,3.0,1,0,1,1,1,0,0,0,1,0,140565.8677239142,1,260.0,13.0,2,11.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,3,1,1,1,1,1,1,264912.5968642999,1,506.0,25.0,6,19.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,432510.36222742836,1,506.0,22.0,5,17.0,Punjab
"Bedian Road, Lahore, Punjab",4.0,3.0,0,0,1,1,1,0,1,0,0,0,53342.944674716164,1,130.0,12.0,2,10.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,0,1,1,225265.81366011896,1,506.0,21.0,4,17.0,Punjab
"Park View City, Lahore, Punjab",4.0,4.0,0,0,0,0,0,0,0,0,0,0,54063.795278428544,1,130.0,9.0,0,9.0,Punjab
"State Life Housing Society, Lahore, Punjab",4.0,3.0,1,1,1,2,1,1,1,1,1,1,63074.42782483331,1,130.0,19.0,6,13.0,Punjab
"Raiwind Road, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,1,0,1,1,48657.41575058569,1,78.0,16.0,4,12.0,Punjab
"Raiwind Road, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,1,0,1,1,43251.03622274284,1,78.0,16.0,4,12.0,Punjab
"IEP Engineers Town, Lahore, Punjab",5.0,5.0,1,1,0,2,1,0,1,1,1,1,63074.42782483331,1,130.0,20.0,5,15.0,Punjab
"Nasheman-e-Iqbal, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,100919.0845197333,1,247.0,23.0,6,17.0,Punjab
"Nasheman-e-Iqbal, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,0,0,0,1,126148.85564966661,1,260.0,19.0,2,17.0,Punjab
"Central Park Housing Scheme, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,0,0,0,1,45053.16273202379,1,91.0,14.0,2,12.0,Punjab
"Thokar Niaz Baig, Lahore, Punjab",4.0,4.0,0,0,1,1,1,0,1,0,0,1,45413.58803387998,1,130.0,14.0,3,11.0,Punjab
"Khayaban-e-Amin, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,0,1,1,115336.0965939809,1,260.0,22.0,4,18.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,0,0,0,0,0,0,0,0,0,0,156785.0063074428,0,260.0,7.0,0,7.0,Punjab
"Askari, Lahore, Punjab",5.0,5.0,1,1,1,2,1,0,1,0,1,1,351414.6693097856,1,506.0,20.0,4,16.0,Punjab
"Gulberg, Lahore, Punjab",5.0,5.0,1,1,1,2,1,1,1,1,1,1,414489.09713461885,1,910.8000000000001,22.0,6,16.0,Punjab
"Eden, Lahore, Punjab",2.0,2.0,1,1,1,1,1,0,1,0,0,1,17300.414489097137,1,78.0,12.0,3,9.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,266714.72337358084,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,378446.5669489998,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,3,1,1,1,1,1,1,396467.83204180934,1,506.0,25.0,6,19.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,1,320778.51865200937,1,506.0,18.0,3,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,0,0,1,2,0,0,0,0,0,0,252297.71129933323,1,506.0,15.0,0,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,1,293746.62101279513,1,506.0,18.0,3,15.0,Punjab
"Raiwind Road, Lahore, Punjab",6.0,5.0,1,1,0,1,1,0,1,0,0,1,324382.7716705713,1,506.0,18.0,3,15.0,Punjab
"Nasheman-e-Iqbal, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,0,0,1,108127.59055685709,1,260.0,20.0,3,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,1,1,1,1,1,1,1,243287.07875292847,1,506.0,22.0,6,16.0,Punjab
"DHA 11 Rahbar, Lahore, Punjab",4.0,3.0,1,1,0,0,1,0,1,1,1,1,86502.07244548568,1,130.0,15.0,5,10.0,Punjab
"Bahria Town, Lahore, Punjab",8.0,7.0,1,0,1,2,1,0,1,0,0,0,252297.71129933323,1,506.0,22.0,2,20.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,0,108127.59055685709,1,286.0,17.0,2,15.0,Punjab
"Multan Road, Lahore, Punjab",3.0,3.0,0,0,1,1,0,0,0,0,0,1,29194.449450351414,1,78.0,10.0,1,9.0,Punjab
"DHA 11 Rahbar, Lahore, Punjab",5.0,5.0,1,0,0,2,1,0,1,0,0,0,116777.79780140567,1,208.0,16.0,2,14.0,Punjab
"Muslim Town, Lahore, Punjab",5.0,5.0,1,0,1,2,1,0,0,0,0,1,270318.97639214277,1,468.0,17.0,2,15.0,Punjab
"Lahore Villas, Lahore, Punjab",3.0,3.0,1,0,1,2,1,0,0,0,0,1,59470.1748062714,1,130.0,13.0,2,11.0,Punjab
"Valencia Housing Society, Lahore, Punjab",6.0,5.0,0,0,1,2,0,0,0,0,0,0,136961.61470535232,1,260.0,15.0,0,15.0,Punjab
"Ichhra, Lahore, Punjab",3.0,3.0,0,0,1,1,1,0,0,0,0,1,34240.40367633808,1,78.0,11.0,2,9.0,Punjab
"Eden, Lahore, Punjab",5.0,4.0,1,1,1,2,1,1,1,1,1,1,126148.85564966661,1,260.0,21.0,6,15.0,Punjab
"GT Road, Lahore, Punjab",4.0,3.0,0,0,0,0,0,0,0,0,0,0,32438.277167057127,0,78.0,7.0,0,7.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,304559.3800684808,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,1,2,1,0,1,1,1,1,144170.12074247614,1,260.0,20.0,5,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,486574.15750585694,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,2,2,1,1,1,1,1,1,196431.78951162373,1,260.0,22.0,6,16.0,Punjab
"DHA Defence, Lahore, Punjab",3.0,3.0,1,1,1,1,1,0,0,0,1,0,66678.68084339521,1,130.0,13.0,2,11.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,0,0,1,2,0,0,0,0,0,0,648765.5433411426,1,260.0,24.0,0,24.0,Punjab
"Raiwind Road, Lahore, Punjab",6.0,6.0,0,1,0,2,1,0,1,0,0,1,189223.2834744999,1,260.0,19.0,3,16.0,Punjab
"State Life Housing Society, Lahore, Punjab",5.0,4.0,1,0,1,2,1,0,1,0,0,1,149576.500270319,1,260.0,17.0,3,14.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,0,2,1,1,1,1,1,1,95512.70499189044,1,130.0,18.0,6,12.0,Punjab
"Samanabad, Lahore, Punjab",3.0,3.0,1,1,1,1,1,1,1,1,1,1,52261.668769147596,1,78.0,17.0,6,11.0,Punjab
"Samanabad, Lahore, Punjab",3.0,3.0,1,1,1,1,1,1,1,1,1,1,54063.795278428544,1,78.0,17.0,6,11.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,0,1,1,0,0,0,0,0,275725.35591998557,1,338.0,15.0,1,14.0,Punjab
"Punjab Coop Housing Society, Lahore, Punjab",5.0,4.0,0,0,0,0,0,0,0,0,0,0,158587.13281672375,1,260.0,10.0,0,10.0,Punjab
"Bahria Town, Lahore, Punjab",3.0,3.0,0,0,0,1,1,0,1,0,0,1,69922.50856010092,1,130.0,11.0,3,8.0,Punjab
"DHA Defence, Lahore, Punjab",3.0,3.0,0,0,1,2,1,0,1,0,0,1,90106.32546404758,1,130.0,13.0,3,10.0,Punjab
"Formanites Housing Scheme, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,0,0,0,0,52261.668769147596,1,130.0,13.0,1,12.0,Punjab
"Formanites Housing Scheme, Lahore, Punjab",4.0,3.0,1,0,0,2,1,0,0,0,0,0,30636.150657776176,1,78.0,12.0,1,11.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,1,1,0,1,1,1,1,215894.755811858,1,506.0,21.0,5,16.0,Punjab
"State Life Housing Society, Lahore, Punjab",6.0,5.0,1,1,1,3,1,0,1,1,1,1,189223.2834744999,1,506.0,23.0,5,18.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,129753.10866822851,1,260.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,3,1,1,1,1,1,1,290142.3679942332,1,506.0,25.0,6,19.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,1,1,1,1,1,1,1,333393.404216976,1,506.0,22.0,6,16.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,1,1,1,1,1,1,1,93710.57848260949,1,130.0,18.0,6,12.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,378446.5669489998,1,607.1999999999999,23.0,6,17.0,Punjab
"Bahria Nasheman, Lahore, Punjab",4.0,3.0,0,0,0,0,0,0,0,0,0,0,45413.58803387998,1,130.0,8.0,0,8.0,Punjab
"Allama Iqbal Town, Lahore, Punjab",6.0,6.0,0,0,0,0,0,0,0,0,0,0,234276.44620652372,1,506.0,13.0,0,13.0,Punjab
"Bahria Nasheman, Lahore, Punjab",4.0,3.0,0,0,0,0,0,0,0,0,0,0,52261.668769147596,1,130.0,8.0,0,8.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,4.0,1,1,1,1,1,0,1,0,0,1,61272.30131555235,1,156.0,16.0,3,13.0,Punjab
"Canal Garden, Lahore, Punjab",5.0,5.0,1,0,1,2,1,0,1,0,0,1,68480.80735267616,1,130.0,18.0,3,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,245089.2052622094,1,506.0,23.0,6,17.0,Punjab
"Raiwind Road, Lahore, Punjab",8.0,5.0,1,0,0,0,1,0,0,0,0,0,324382.7716705713,1,506.0,16.0,1,15.0,Punjab
"Canal Garden, Lahore, Punjab",4.0,3.0,0,1,1,2,0,0,0,0,0,1,46855.289241304745,1,78.0,13.0,1,12.0,Punjab
"Green City, Lahore, Punjab",4.0,3.0,1,0,0,1,1,0,1,0,0,0,86502.07244548568,1,130.0,12.0,2,10.0,Punjab
"Raiwind Road, Lahore, Punjab",3.0,3.0,1,0,0,2,1,0,1,0,0,0,39646.78320418094,1,78.0,12.0,2,10.0,Punjab
"Central Park Housing Scheme, Lahore, Punjab",4.0,4.0,1,0,1,2,1,0,0,0,0,0,66678.68084339521,1,156.0,14.0,1,13.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,0,135159.48819607138,1,260.0,17.0,2,15.0,Punjab
"Central Park Housing Scheme, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,1,0,0,0,111731.843575419,1,260.0,18.0,2,16.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,1,0,0,1,162191.38583528565,1,208.0,15.0,3,12.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,5.0,0,0,1,2,1,0,1,0,0,1,216255.18111371418,1,260.0,17.0,3,14.0,Punjab
"Al Rehman Garden, Lahore, Punjab",4.0,3.0,1,1,1,2,1,0,1,1,1,1,34600.82897819427,1,78.0,18.0,5,13.0,Punjab
"Al Rehman Garden, Lahore, Punjab",6.0,6.0,1,1,1,3,1,0,1,1,1,1,147053.52315732566,1,260.0,24.0,5,19.0,Punjab
"Al Rehman Garden, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,55145.07118399712,1,130.0,22.0,5,17.0,Punjab
"Al Rehman Garden, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,68120.38205081997,1,156.0,22.0,5,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,0,1,1,351414.6693097856,1,506.0,22.0,4,18.0,Punjab
"Bahria Nasheman, Lahore, Punjab",4.0,3.0,0,0,0,0,0,0,0,0,0,0,48657.41575058569,1,130.0,8.0,0,8.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,1,2,1,0,1,1,1,1,228870.06667868086,1,260.0,20.0,5,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,329428.72589655797,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,282213.01135339704,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,311047.0355018923,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,300594.70174806274,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,321499.36925572174,1,506.0,23.0,6,17.0,Punjab
