Location,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,Prayer Rooms,Lounge or Sitting Room,price_usd,additional rooms,area_squared_meter,Total Rooms,total amenity rooms,total regular rooms,State
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,2,2,1,0,1,0,1,1,342404.0367633808,1,506.0,23.0,4,19.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",5.0,5.0,1,1,2,2,1,0,1,0,1,1,306361.5065777618,1,506.0,21.0,4,17.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,5.0,1,1,1,1,1,0,1,0,0,1,540637.9527842855,1,506.0,19.0,3,16.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,3,3,1,0,1,0,0,1,342404.0367633808,1,506.0,24.0,3,21.0,Islamabad Capital
"Soan Garden, Islamabad, Islamabad Capital",6.0,4.0,1,1,1,2,1,0,1,1,0,1,108127.59055685709,1,182.0,21.0,4,17.0,Islamabad Capital
"D-12, Islamabad, Islamabad Capital",6.0,6.0,1,0,1,2,1,1,1,1,1,1,648765.5433411426,1,506.0,23.0,6,17.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",4.0,3.0,1,1,1,2,1,0,1,1,1,1,86502.07244548568,1,130.0,18.0,5,13.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,3,0,1,1,1,1,1,1,288340.2414849523,1,506.0,24.0,6,18.0,Islamabad Capital
"Gulberg, Islamabad, Islamabad Capital",4.0,4.0,1,1,1,2,1,1,1,0,1,1,126148.85564966661,1,182.0,19.0,5,14.0,Islamabad Capital
"D-12, Islamabad, Islamabad Capital",4.0,3.0,1,1,1,1,1,1,1,1,1,1,151378.62677959993,1,104.0,18.0,6,12.0,Islamabad Capital
"D-12, Islamabad, Islamabad Capital",5.0,4.0,1,1,1,1,1,1,1,1,1,1,198233.91602090467,1,130.0,20.0,6,14.0,Islamabad Capital
"Koral Chowk, Islamabad, Islamabad Capital",6.0,5.0,0,0,1,2,0,0,0,0,0,0,430708.2357181474,1,260.0,20.0,0,20.0,Islamabad Capital
"G-10, Islamabad, Islamabad Capital",2.0,5.0,0,0,0,0,0,0,0,0,0,0,156785.0063074428,0,189.79999999999998,7.0,0,7.0,Islamabad Capital
"Top City 1, Islamabad, Islamabad Capital",5.0,5.0,1,1,1,2,1,0,1,0,1,1,153180.7532888809,1,260.0,20.0,4,16.0,Islamabad Capital
"Naval Anchorage, Islamabad, Islamabad Capital",6.0,6.0,0,0,0,0,0,0,0,0,0,0,504595.42259866645,0,1012.0,12.0,0,12.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,2,0,0,0,0,0,0,495584.79005226167,1,260.0,14.0,0,14.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",3.0,3.0,1,0,1,1,1,0,1,0,0,1,93710.57848260949,1,130.0,13.0,3,10.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,315372.1391241665,1,364.0,12.0,0,12.0,Islamabad Capital
"Soan Garden, Islamabad, Islamabad Capital",6.0,6.0,1,1,2,2,1,0,0,1,0,1,126148.85564966661,1,208.0,22.0,3,19.0,Islamabad Capital
"Soan Garden, Islamabad, Islamabad Capital",6.0,9.0,1,1,3,3,1,0,0,1,1,1,118940.3496125428,1,260.0,28.0,4,24.0,Islamabad Capital
"Soan Garden, Islamabad, Islamabad Capital",6.0,5.0,1,0,1,2,1,0,1,1,1,1,90106.32546404758,1,156.0,22.0,5,17.0,Islamabad Capital
"Soan Garden, Islamabad, Islamabad Capital",6.0,7.0,1,1,2,2,1,0,0,1,0,1,129753.10866822851,1,260.0,23.0,3,20.0,Islamabad Capital
"National Police Foundation O-9, Islamabad, Islamabad Capital",6.0,7.0,1,0,0,2,1,0,1,0,0,0,207244.54856730942,1,260.0,19.0,2,17.0,Islamabad Capital
"F-10, Islamabad, Islamabad Capital",6.0,5.0,1,1,1,1,1,1,1,1,1,1,684808.0735267616,1,657.8000000000001,22.0,6,16.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,8.0,1,0,0,0,1,1,1,1,1,0,612723.0131555236,1,759.0,21.0,5,16.0,Islamabad Capital
"I-8, Islamabad, Islamabad Capital",3.0,3.0,0,1,1,1,1,1,1,0,0,1,576680.4829699046,1,607.1999999999999,14.0,4,10.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",7.0,6.0,1,1,2,2,1,0,1,1,1,1,346008.28978194273,1,506.0,25.0,5,20.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,0,0,2,1,0,0,0,0,0,318976.39214272844,1,506.0,17.0,1,16.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,0,0,22,2,0,0,0,0,0,0,358623.1753469094,1,506.0,37.0,0,37.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,1,1,1,1,1,387457.1994954046,1,506.0,17.0,6,14.0,Islamabad Capital
"National Police Foundation O-9, Islamabad, Islamabad Capital",6.0,5.0,1,0,0,2,1,0,0,0,0,0,120742.47612182375,1,260.0,16.0,1,15.0,Islamabad Capital
"National Police Foundation O-9, Islamabad, Islamabad Capital",6.0,5.0,1,0,0,2,1,0,0,0,0,0,93710.57848260949,1,208.0,16.0,1,15.0,Islamabad Capital
"PWD Housing Scheme, Islamabad, Islamabad Capital",6.0,5.0,1,0,0,1,1,0,0,0,0,0,153180.7532888809,1,241.8,15.0,1,14.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,6.0,1,0,0,2,1,0,1,0,0,1,333393.404216976,1,506.0,19.0,3,16.0,Islamabad Capital
"Shalimar Town, Islamabad, Islamabad Capital",2.0,3.0,1,0,0,1,1,0,0,0,0,0,54063.795278428544,1,260.0,9.0,1,8.0,Islamabad Capital
"I-8, Islamabad, Islamabad Capital",3.0,3.0,1,1,1,1,1,1,1,1,1,0,333393.404216976,1,369.2,16.0,5,11.0,Islamabad Capital
"I-8, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,1,1,1,1,1,324382.7716705713,1,322.40000000000003,24.0,6,18.0,Islamabad Capital
"I-8, Islamabad, Islamabad Capital",6.0,6.0,1,1,2,2,1,1,1,1,1,1,522616.68769147596,1,607.1999999999999,25.0,6,19.0,Islamabad Capital
"I-8, Islamabad, Islamabad Capital",6.0,6.0,1,0,1,2,1,0,1,1,1,1,414489.09713461885,1,364.0,22.0,5,17.0,Islamabad Capital
"I-8, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,0,1,1,1,0,369435.9344025951,1,322.40000000000003,22.0,4,18.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,7.0,1,1,1,1,1,0,1,0,1,1,329789.15119841415,1,364.0,22.0,4,18.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",5.0,4.0,1,1,1,2,1,0,1,0,1,1,122544.6026311047,1,130.0,19.0,4,15.0,Islamabad Capital
"Zaraj Housing Scheme, Islamabad, Islamabad Capital",6.0,4.0,1,0,0,2,1,0,0,1,1,1,153180.7532888809,1,260.0,18.0,4,14.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",5.0,5.0,1,1,0,2,1,0,0,0,0,1,173004.14489097137,1,260.0,17.0,2,15.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,5.0,1,1,1,1,1,0,1,0,1,1,504595.42259866645,1,708.4,20.0,4,16.0,Islamabad Capital
"PWD Housing Scheme, Islamabad, Islamabad Capital",6.0,7.0,0,0,0,0,0,0,0,0,0,0,131555.23517750946,1,241.8,14.0,0,14.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",4.0,4.0,1,0,0,2,1,0,1,0,1,0,111731.843575419,1,104.0,15.0,3,12.0,Islamabad Capital
"Kashmir Highway, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,392863.57902324747,0,657.8000000000001,11.0,0,11.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",5.0,4.0,1,1,1,2,1,0,1,0,0,1,176608.39790953326,1,312.0,18.0,3,15.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,1,1,0,0,0,1,1,214453.05460443324,1,506.0,20.0,3,17.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",3.0,3.0,1,1,0,2,1,0,1,0,0,1,79293.56640836188,1,130.0,14.0,3,11.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",4.0,3.0,1,1,1,1,1,0,1,0,0,1,79293.56640836188,1,130.0,15.0,3,12.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,5.0,1,1,0,2,1,0,1,1,0,1,378446.5669489998,1,506.0,20.0,4,16.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",5.0,5.0,0,0,0,0,0,0,0,0,0,0,147774.37376103803,1,260.0,11.0,0,11.0,Islamabad Capital
"PECHS, Islamabad, Islamabad Capital",5.0,4.0,1,0,0,1,1,0,0,0,0,0,113533.97008469995,1,260.0,13.0,1,12.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,0,2,2,1,0,1,0,0,1,428906.1092088665,1,506.0,21.0,3,18.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,173004.14489097137,0,260.0,11.0,0,11.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,136961.61470535232,0,260.0,11.0,0,11.0,Islamabad Capital
"Ghauri Town, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,59109.74950441521,0,143.0,9.0,0,9.0,Islamabad Capital
"H-13, Islamabad, Islamabad Capital",3.0,4.0,0,0,0,0,0,0,0,0,0,0,55865.9217877095,0,135.20000000000002,7.0,0,7.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,6.0,0,0,0,0,0,0,0,0,0,0,115336.0965939809,0,182.0,12.0,0,12.0,Islamabad Capital
"Swan Garden, Islamabad, Islamabad Capital",6.0,7.0,1,1,1,2,1,0,0,0,0,1,162191.38583528565,1,260.0,21.0,2,19.0,Islamabad Capital
"D-12, Islamabad, Islamabad Capital",6.0,6.0,1,1,2,2,1,0,1,0,0,1,540637.9527842855,1,369.2,22.0,3,19.0,Islamabad Capital
"D-17, Islamabad, Islamabad Capital",4.0,4.0,0,0,0,0,0,0,0,0,0,0,32438.277167057127,0,91.0,8.0,0,8.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,1,0,0,2,1,0,0,0,0,0,207244.54856730942,1,208.0,14.0,1,13.0,Islamabad Capital
"F-11, Islamabad, Islamabad Capital",6.0,5.0,1,1,2,1,1,1,1,1,1,1,684808.0735267616,1,506.0,23.0,6,17.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,295548.74752207607,0,506.0,11.0,0,11.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",5.0,3.0,1,1,0,2,1,0,1,1,1,1,68480.80735267616,1,130.0,18.0,5,13.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,0,0,0,0,0,0,0,0,0,0,378446.5669489998,0,506.0,12.0,0,12.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,2,2,1,0,1,1,1,1,389259.32600468554,1,506.0,24.0,5,19.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,2,2,1,0,1,1,1,1,385655.0729861236,1,506.0,24.0,5,19.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,0,2,2,1,1,1,1,1,1,428906.1092088665,1,506.0,24.0,6,18.0,Islamabad Capital
"G-15, Islamabad, Islamabad Capital",6.0,7.0,0,0,0,0,0,0,0,0,0,0,174085.42079653993,0,369.2,13.0,0,13.0,Islamabad Capital
"G-15, Islamabad, Islamabad Capital",6.0,7.0,0,0,0,0,0,0,0,0,0,0,172283.29428725896,0,369.2,13.0,0,13.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",4.0,4.0,0,0,0,0,0,0,0,0,0,0,142367.99423319518,0,260.0,8.0,0,8.0,Islamabad Capital
"H-13, Islamabad, Islamabad Capital",1.0,2.0,0,0,0,0,0,0,0,0,0,0,18021.265092809517,0,52.0,3.0,0,3.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,136961.61470535232,0,208.0,9.0,0,9.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,183816.90394665705,0,286.0,11.0,0,11.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",4.0,3.0,0,0,0,0,0,0,0,0,0,0,84699.94593620472,0,130.0,7.0,0,7.0,Islamabad Capital
"Kashmir Highway, Islamabad, Islamabad Capital",5.0,5.0,1,1,1,1,1,0,1,0,0,1,225265.81366011896,1,260.0,18.0,3,15.0,Islamabad Capital
"Shah Allah Ditta, Islamabad, Islamabad Capital",2.0,3.0,0,1,0,1,1,0,0,0,0,1,32438.277167057127,1,143.0,10.0,2,8.0,Islamabad Capital
"Top City 1, Islamabad, Islamabad Capital",5.0,5.0,1,1,0,2,1,0,1,1,1,1,153180.7532888809,1,260.0,20.0,5,15.0,Islamabad Capital
"Kashmir Highway, Islamabad, Islamabad Capital",6.0,5.0,1,1,1,2,1,0,1,0,0,1,468552.89241304743,1,506.0,20.0,3,17.0,Islamabad Capital
"Soan Garden, Islamabad, Islamabad Capital",6.0,6.0,1,1,0,2,1,1,1,1,1,1,147774.37376103803,1,260.0,23.0,6,17.0,Islamabad Capital
"Soan Garden, Islamabad, Islamabad Capital",6.0,5.0,0,1,0,2,1,0,0,1,1,1,90106.32546404758,1,156.0,19.0,4,15.0,Islamabad Capital
"Soan Garden, Islamabad, Islamabad Capital",6.0,6.0,1,0,0,2,1,0,0,0,0,0,136961.61470535232,1,260.0,17.0,1,16.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",4.0,3.0,1,0,0,2,1,0,0,0,0,0,79293.56640836188,1,130.0,12.0,1,11.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,5.0,1,1,1,2,1,0,1,1,1,1,117138.22310326186,1,208.0,22.0,5,17.0,Islamabad Capital
"Park View City, Islamabad, Islamabad Capital",5.0,4.0,1,0,0,2,1,0,0,0,0,1,100919.0845197333,1,130.0,15.0,2,13.0,Islamabad Capital
"Naval Anchorage, Islamabad, Islamabad Capital",4.0,4.0,1,1,1,2,1,1,1,1,1,1,95512.70499189044,1,130.0,20.0,6,14.0,Islamabad Capital
"H-13, Islamabad, Islamabad Capital",4.0,4.0,0,0,0,0,0,0,0,0,0,0,32438.277167057127,0,104.0,8.0,0,8.0,Islamabad Capital
"Park View City, Islamabad, Islamabad Capital",4.0,4.0,0,0,0,0,0,0,0,0,0,0,97314.83150117139,0,130.0,8.0,0,8.0,Islamabad Capital
"G-9, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,306361.5065777618,0,369.2,11.0,0,11.0,Islamabad Capital
"D-12, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,144170.12074247614,0,114.4,11.0,0,11.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",8.0,6.0,1,1,0,0,1,0,0,0,0,0,432510.36222742836,1,260.0,18.0,1,17.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,8.0,0,0,0,2,0,0,0,0,0,0,171202.0183816904,1,260.0,17.0,0,17.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,1,1,0,1,1,324382.7716705713,1,506.0,23.0,5,18.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,1,1,0,1,1,378446.5669489998,1,506.0,23.0,5,18.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,1,1,1,1,1,432510.36222742836,1,506.0,24.0,6,18.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,115336.0965939809,1,104.0,10.0,0,10.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,104523.33753829519,1,104.0,10.0,0,10.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,108127.59055685709,1,104.0,10.0,0,10.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",8.0,7.0,0,0,0,0,0,0,0,0,0,0,288340.2414849523,1,364.0,16.0,0,16.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",7.0,6.0,0,0,0,0,0,0,0,0,0,0,252297.71129933323,1,260.0,14.0,0,14.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",8.0,7.0,0,0,0,0,0,0,0,0,0,0,270318.97639214277,1,364.0,16.0,0,16.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",8.0,6.0,1,1,0,0,1,0,0,0,0,0,306361.5065777618,1,506.0,18.0,1,17.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",7.0,5.0,1,1,0,0,1,0,0,0,0,0,468552.89241304743,1,506.0,16.0,1,15.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",3.0,4.0,0,0,0,0,0,0,0,0,0,0,64876.554334114255,1,104.0,8.0,0,8.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,0,0,0,0,0,0,0,0,0,0,405478.4645882141,0,506.0,12.0,0,12.0,Islamabad Capital
"I-8, Islamabad, Islamabad Capital",6.0,9.0,1,1,1,3,1,0,1,0,1,1,414489.09713461885,1,312.0,26.0,4,22.0,Islamabad Capital
"Park View City, Islamabad, Islamabad Capital",4.0,4.0,0,0,0,0,0,0,0,0,0,0,93710.57848260949,0,130.0,8.0,0,8.0,Islamabad Capital
"F-17, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,1,1,1,1,1,91908.45197332853,1,260.0,24.0,6,18.0,Islamabad Capital
"F-17, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,1,1,1,1,1,86502.07244548568,1,208.0,24.0,6,18.0,Islamabad Capital
"F-17, Islamabad, Islamabad Capital",5.0,5.0,1,1,1,2,1,1,1,1,1,1,86502.07244548568,1,208.0,22.0,6,16.0,Islamabad Capital
"Faisal Town - F-18, Islamabad, Islamabad Capital",6.0,6.0,1,1,1,2,1,1,1,1,1,1,86502.07244548568,1,208.0,24.0,6,18.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",6.0,6.0,1,1,2,2,1,1,1,1,1,1,324382.7716705713,1,657.8000000000001,25.0,6,19.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",7.0,6.0,0,0,0,0,0,0,0,0,0,0,234276.44620652372,1,260.0,14.0,0,14.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,187421.15696521898,1,182.0,12.0,0,12.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,189223.2834744999,1,182.0,12.0,0,12.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,183816.90394665705,1,182.0,12.0,0,12.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,176608.39790953326,1,182.0,12.0,0,12.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,180212.65092809516,1,182.0,12.0,0,12.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,173004.14489097137,1,182.0,12.0,0,12.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,169399.89187240944,1,182.0,12.0,0,12.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,163993.51234456658,0,260.0,9.0,0,9.0,Islamabad Capital
"Green Avenue, Islamabad, Islamabad Capital",6.0,4.0,0,0,0,0,0,0,0,0,0,0,127950.98215894756,0,187.20000000000002,10.0,0,10.0,Islamabad Capital
"Naval Anchorage, Islamabad, Islamabad Capital",4.0,4.0,0,0,0,0,0,0,0,0,0,0,90106.32546404758,0,130.0,8.0,0,8.0,Islamabad Capital
"G-6, Islamabad, Islamabad Capital",4.0,4.0,0,0,0,0,0,0,0,0,0,0,342404.0367633808,1,278.2,9.0,0,9.0,Islamabad Capital
"Bani Gala, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,3,0,0,0,0,0,0,82897.81942692377,1,156.0,15.0,0,15.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",5.0,5.0,1,1,1,2,1,1,1,1,1,1,180212.65092809516,1,260.0,22.0,6,16.0,Islamabad Capital
"Kashmir Highway, Islamabad, Islamabad Capital",6.0,5.0,1,0,1,2,1,0,1,0,0,1,468552.89241304743,1,506.0,19.0,3,16.0,Islamabad Capital
"Naval Anchorage, Islamabad, Islamabad Capital",4.0,4.0,0,0,0,0,0,0,0,0,0,0,81095.69291764282,1,130.0,9.0,0,9.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,126148.85564966661,1,104.0,10.0,0,10.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,165795.63885384754,1,182.0,12.0,0,12.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,122544.6026311047,1,104.0,10.0,0,10.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,118940.3496125428,1,104.0,10.0,0,10.0,Islamabad Capital
"F-15, Islamabad, Islamabad Capital",6.0,6.0,1,0,0,2,1,0,0,0,0,0,140565.8677239142,1,283.40000000000003,17.0,1,16.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",4.0,4.0,1,1,0,2,1,0,0,0,0,1,126148.85564966661,1,156.0,15.0,2,13.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",5.0,5.0,1,1,0,2,1,0,0,0,0,1,138763.74121463328,1,156.0,17.0,2,15.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",5.0,5.0,1,1,0,2,1,0,0,0,0,1,149576.500270319,1,156.0,17.0,2,15.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",3.0,4.0,1,1,1,2,1,0,0,0,1,1,113533.97008469995,1,156.0,16.0,3,13.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",4.0,5.0,1,1,1,5,1,0,0,0,1,1,108127.59055685709,1,130.0,21.0,3,18.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",4.0,5.0,1,1,1,2,1,0,0,0,1,1,126148.85564966661,1,130.0,18.0,3,15.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",5.0,5.0,1,1,1,2,1,0,0,0,1,1,149576.500270319,1,156.0,19.0,3,16.0,Islamabad Capital
"I-10, Islamabad, Islamabad Capital",4.0,5.0,1,1,1,2,1,0,0,0,1,1,154982.87979816183,1,156.0,18.0,3,15.0,Islamabad Capital
"Bani Gala, Islamabad, Islamabad Capital",5.0,5.0,1,1,1,1,1,0,1,0,0,1,118940.3496125428,1,286.0,18.0,3,15.0,Islamabad Capital
"FECHS, Islamabad, Islamabad Capital",7.0,5.0,1,1,0,2,1,0,1,1,1,1,100919.0845197333,1,182.0,22.0,5,17.0,Islamabad Capital
"FECHS, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,117138.22310326186,0,182.0,11.0,0,11.0,Islamabad Capital
"FECHS, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,115336.0965939809,0,182.0,11.0,0,11.0,Islamabad Capital
"Bani Gala, Islamabad, Islamabad Capital",6.0,5.0,1,1,1,2,1,0,1,0,0,1,108127.59055685709,1,260.0,20.0,3,17.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",6.0,5.0,1,1,0,2,1,0,1,1,1,1,138763.74121463328,1,260.0,21.0,5,16.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,11.0,1,1,1,3,1,1,1,1,1,1,486574.15750585694,1,506.0,30.0,6,24.0,Islamabad Capital
"DHA Defence, Islamabad, Islamabad Capital",5.0,5.0,1,1,0,2,1,1,1,1,1,1,191025.40998378088,1,364.0,21.0,6,15.0,Islamabad Capital
"Bani Gala, Islamabad, Islamabad Capital",5.0,4.0,1,0,0,2,1,0,0,0,0,0,57668.04829699045,1,130.0,14.0,1,13.0,Islamabad Capital
"Bani Gala, Islamabad, Islamabad Capital",3.0,2.0,1,1,0,1,1,0,0,1,0,1,48657.41575058569,1,156.0,12.0,3,9.0,Islamabad Capital
"Naval Anchorage, Islamabad, Islamabad Capital",5.0,4.0,0,0,0,0,0,0,0,0,0,0,82897.81942692377,0,130.0,9.0,0,9.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",6.0,5.0,0,0,0,0,0,0,0,0,0,0,201838.1690394666,1,182.0,12.0,0,12.0,Islamabad Capital
"D-17, Islamabad, Islamabad Capital",6.0,7.0,0,0,0,2,0,0,0,0,0,1,162191.38583528565,1,506.0,17.0,1,16.0,Islamabad Capital
"B-17, Islamabad, Islamabad Capital",6.0,9.0,0,0,0,3,0,0,0,0,0,0,108127.59055685709,1,260.0,19.0,0,19.0,Islamabad Capital
"D-17, Islamabad, Islamabad Capital",6.0,6.0,0,0,0,2,0,0,0,0,0,1,165795.63885384754,1,312.0,16.0,1,15.0,Islamabad Capital
"Bhara kahu, Islamabad, Islamabad Capital",6.0,7.0,1,0,0,0,1,0,0,0,0,0,64155.703730401874,1,260.0,16.0,1,15.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,1,1,1,2,1,1,1,1,1,1,122544.6026311047,1,114.4,21.0,6,15.0,Islamabad Capital
"G-13, Islamabad, Islamabad Capital",5.0,4.0,1,1,1,2,1,1,1,1,1,1,126148.85564966661,1,114.4,21.0,6,15.0,Islamabad Capital
"Lehtarar Road, Islamabad, Islamabad Capital",6.0,6.0,0,0,1,2,0,0,0,0,0,0,54063.795278428544,1,260.0,16.0,0,16.0,Islamabad Capital
"Bahria Town, Islamabad, Islamabad Capital",3.0,3.0,1,1,0,2,1,1,1,1,1,1,93710.57848260949,1,130.0,17.0,6,11.0,Islamabad Capital
"Kashmir Highway, Islamabad, Islamabad Capital",5.0,4.0,1,0,0,2,1,0,1,0,0,1,216255.18111371418,1,260.0,16.0,3,13.0,Islamabad Capital
